epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
3,7.37592,0.39688,3.88091,0.79452,0.00244,0.375,0.00221,0.00211,0.27436,3.91006,0.78918,0.0981921,0.00019208,0.00019208
4,9.74815,0.31991,3.81373,0.78618,0.00324,0.5,0.00342,0.0032,0.33278,3.89007,0.78984,0.0972822,0.00028218,0.00028218
5,12.1477,0.27368,3.70227,0.77868,0.00241,0.375,0.00227,0.0021,0.35253,3.86378,0.78998,0.0963683,0.00036832,0.00036832
6,14.5068,0.25044,3.53631,0.77225,0.00243,0.375,0.00224,0.00207,0.32886,3.82371,0.78848,0.0954505,0.0004505,0.0004505
7,16.897,0.21136,3.36017,0.76934,0.00242,0.375,0.00223,0.00206,0.34959,3.78714,0.78826,0.0945287,0.00052872,0.00052872
8,19.3508,0.1812,3.13797,0.76517,0.00242,0.375,0.00222,0.00213,0.34576,3.75205,0.7866,0.093603,0.00060298,0.00060298
9,21.7347,0.17599,2.8292,0.77015,0.00238,0.375,0.00219,0.0021,0.35432,3.72179,0.78186,0.0926733,0.00067328,0.00067328
10,24.1162,0.15257,2.39069,0.77235,0.00239,0.375,0.0022,0.00211,0.37062,3.70377,0.7789,0.0917396,0.00073962,0.00073962
11,26.5147,0.16929,1.91669,0.76888,0.00242,0.375,0.00221,0.00199,0.43135,3.66272,0.78181,0.090802,0.000802,0.000802
12,28.9266,0.25572,1.50077,0.761,0.00242,0.375,0.00221,0.00211,0.34437,3.63133,0.77104,0.0898604,0.00086042,0.00086042
13,31.3577,0.23401,1.32981,0.76165,0.00244,0.375,0.00218,0.00196,0.45666,3.58862,0.78247,0.0889149,0.00091488,0.00091488
14,33.7303,0.26432,1.21603,0.75631,0.00322,0.5,0.01474,0.01465,0.37801,3.54835,0.77482,0.0879654,0.00096538,0.00096538
15,36.1046,0.25331,1.1708,0.75965,0.00323,0.5,0.30193,0.2876,0.39936,3.51006,0.77989,0.0870119,0.00101192,0.00101192
16,38.447,0.2449,1.06492,0.75745,0.00322,0.5,0.4975,0.46003,0.46698,3.51758,0.77997,0.0860545,0.0010545,0.0010545
17,40.7837,0.27841,1.10146,0.75831,0.00324,0.5,0.4975,0.46003,0.44309,3.44815,0.78407,0.0850931,0.00109312,0.00109312
18,43.0722,0.25736,1.03595,0.7577,0.00324,0.5,0.4975,0.46003,0.44309,3.44815,0.78407,0.0841278,0.00112778,0.00112778
19,45.3426,0.25736,1.03595,0.7577,0.00327,0.5,0.4975,0.45186,0.43178,3.43605,0.77987,0.0831585,0.00115848,0.00115848
20,47.6491,0.25973,1.01625,0.75961,0.00327,0.5,0.4975,0.45186,0.43178,3.43605,0.77987,0.0821852,0.00118522,0.00118522
21,49.9775,0.25973,1.01625,0.75961,0.00321,0.5,0.4975,0.45186,0.40022,3.41861,0.77951,0.081208,0.001208,0.001208
22,52.4204,0.26079,0.95795,0.75885,0.00321,0.5,0.4975,0.45186,0.40022,3.41861,0.77951,0.0802268,0.00122682,0.00122682
23,54.7299,0.26079,0.95795,0.75885,0.00321,0.5,0.4975,0.46007,0.46382,3.41891,0.7745,0.0792417,0.00124168,0.00124168
24,56.9915,0.26931,1.00576,0.75804,0.00321,0.5,0.4975,0.46007,0.46382,3.41891,0.7745,0.0782526,0.00125258,0.00125258
25,59.3339,0.26931,1.00576,0.75804,0.00318,0.5,0.4975,0.43528,0.47287,3.36945,0.78369,0.0772595,0.00125952,0.00125952
26,61.6518,0.27077,1.00513,0.76178,0.00318,0.5,0.4975,0.43528,0.47287,3.36945,0.78369,0.0762625,0.0012625,0.0012625
27,63.9783,0.27077,1.00513,0.76178,0.00319,0.5,0.4975,0.45391,0.47178,3.36126,0.78291,0.0752615,0.00126152,0.00126152
28,66.2962,0.24518,0.89014,0.75969,0.00319,0.5,0.4975,0.45391,0.47178,3.36126,0.78291,0.0742566,0.00125658,0.00125658
29,68.6989,0.24518,0.89014,0.75969,0.00323,0.5,0.4975,0.48503,0.3599,3.36403,0.7799,0.0732477,0.00124768,0.00124768
30,71.0242,0.25763,0.84298,0.75957,0.00323,0.5,0.4975,0.48503,0.3599,3.36403,0.7799,0.0722348,0.00123482,0.00123482
31,73.3771,0.25763,0.84298,0.75957,0.00318,0.5,0.4975,0.45084,0.45679,3.36126,0.78601,0.071218,0.001218,0.001218
32,75.7084,0.22576,0.87077,0.75848,0.00318,0.5,0.4975,0.45084,0.45679,3.36126,0.78601,0.0701972,0.00119722,0.00119722
33,78.0553,0.22576,0.87077,0.75848,0.00319,0.5,0.4975,0.46017,0.38558,3.32854,0.78032,0.0691725,0.00117248,0.00117248
34,80.4767,0.241,0.8159,0.75741,0.00319,0.5,0.4975,0.46017,0.38558,3.32854,0.78032,0.0681438,0.00114378,0.00114378
35,82.842,0.241,0.8159,0.75741,0.00319,0.5,0.4975,0.45084,0.39506,3.32583,0.783,0.0671111,0.00111112,0.00111112
36,85.176,0.17279,0.799,0.756,0.00319,0.5,0.4975,0.45084,0.39506,3.32583,0.783,0.0660745,0.0010745,0.0010745
37,87.5144,0.17279,0.799,0.756,0.00321,0.5,0.4975,0.46017,0.37518,3.29967,0.78107,0.0650339,0.00103392,0.00103392
38,89.8447,0.2105,0.77022,0.75595,0.00321,0.5,0.4975,0.46017,0.37518,3.29967,0.78107,0.0639894,0.00098938,0.00098938
39,92.2012,0.2105,0.77022,0.75595,0.00322,0.5,0.4975,0.45391,0.40499,3.27348,0.78069,0.0629409,0.00094088,0.00094088
40,94.5448,0.13994,0.77085,0.75543,0.00322,0.5,0.4975,0.45391,0.40499,3.27348,0.78069,0.0618884,0.00088842,0.00088842
41,96.9455,0.13994,0.77085,0.75543,0.00314,0.5,0.4975,0.47572,0.3458,3.27386,0.7811,0.060832,0.000832,0.000832
42,99.3091,0.15673,0.74696,0.75434,0.00314,0.5,0.4975,0.47572,0.3458,3.27386,0.7811,0.0597716,0.00077162,0.00077162
43,101.719,0.15673,0.74696,0.75434,0.00318,0.5,0.4975,0.47254,0.37846,3.2341,0.78146,0.0587073,0.00070728,0.00070728
44,104.08,0.12844,0.72515,0.75488,0.00318,0.5,0.4975,0.47254,0.37846,3.2341,0.78146,0.057639,0.00063898,0.00063898
45,106.458,0.12844,0.72515,0.75488,0.00316,0.5,0.4975,0.46017,0.37789,3.19977,0.78015,0.0565667,0.00056672,0.00056672
46,108.814,0.10358,0.68312,0.75444,0.00316,0.5,0.4975,0.46017,0.37789,3.19977,0.78015,0.0554905,0.0004905,0.0004905
47,111.197,0.10358,0.68312,0.75444,0.00314,0.5,0.4975,0.44775,0.3945,3.16827,0.78275,0.0544103,0.00041032,0.00041032
48,113.53,0.08679,0.67089,0.75592,0.00314,0.5,0.4975,0.44775,0.3945,3.16827,0.78275,0.0533262,0.00032618,0.00032618
49,115.916,0.08679,0.67089,0.75592,0.00315,0.5,0.4975,0.48191,0.38601,3.12938,0.77997,0.0522381,0.00023808,0.00023808
50,118.245,0.06685,0.64448,0.75468,0.00315,0.5,0.4975,0.48191,0.38601,3.12938,0.77997,0.051146,0.00014602,0.00014602
1,5.64458,0.4655,3.71499,0.83456,0.00328,0.5,0.16983,0.12605,0.27392,3.84339,0.82819,0.0982,0.0002,0.0002
2,11.2173,0.38912,3.63557,0.82086,0.00522,0.8,0.16823,0.13595,0.3691,3.80323,0.82834,0.0954901,0.0004901,0.0004901
3,16.8534,0.35427,3.34604,0.80713,0.0052,0.8,0.24107,0.20952,0.35676,3.75116,0.82502,0.0927683,0.00076832,0.00076832
4,22.49,0.36185,2.86092,0.80421,0.00385,0.6,0.24697,0.2419,0.41615,3.69858,0.83238,0.0900347,0.00103466,0.00103466
5,28.1004,0.35666,2.06095,0.79393,0.00321,0.5,0.29647,0.28307,0.45178,3.58273,0.82664,0.0872891,0.00128912,0.00128912
6,33.557,0.4547,1.46862,0.799,0.00579,0.9,0.29883,0.27222,0.49218,3.53579,0.84136,0.0845317,0.0015317,0.0015317
7,39.0468,0.45202,1.39667,0.793,0.00583,0.9,0.37829,0.3621,0.45228,3.49558,0.82257,0.0817624,0.0017624,0.0017624
8,44.4572,0.37516,1.29764,0.78206,0.00582,0.9,0.39917,0.37811,0.5372,3.45778,0.81972,0.0789812,0.00198122,0.00198122
9,49.8837,0.34856,1.23227,0.77587,0.00583,0.9,0.3833,0.37497,0.47608,3.44422,0.81934,0.0761882,0.00218816,0.00218816
10,55.2623,0.38787,1.14808,0.77603,0.0058,0.9,0.34447,0.33441,0.46645,3.42707,0.83745,0.0733832,0.00238322,0.00238322
11,60.6993,0.32012,1.0903,0.76967,0.00577,0.9,0.43759,0.40321,0.57581,3.39083,0.85778,0.0705664,0.0025664,0.0025664
12,66.1067,0.5419,1.09795,0.79212,0.0057,0.9,0.44945,0.4198,0.59934,3.37201,0.856,0.0677377,0.0027377,0.0027377
13,71.5652,0.41639,1.03665,0.77996,0.00565,0.9,0.87031,0.76149,0.56979,3.32937,0.88113,0.0648971,0.00289712,0.00289712
14,77.015,0.38695,1.01704,0.77884,0.00563,0.9,0.85491,0.79065,0.63544,3.32956,0.87812,0.0620447,0.00304466,0.00304466
15,82.499,0.3755,0.96521,0.78084,0.00554,0.9,0.8953,0.73525,0.63277,3.24192,0.86939,0.0591803,0.00318032,0.00318032
16,87.9195,0.51394,0.94602,0.79575,0.00551,0.9,0.8853,0.82635,0.55289,3.18103,0.83847,0.0563041,0.0033041,0.0033041
17,93.3494,0.37279,0.86572,0.78015,0.0055,0.9,0.8753,0.73402,0.6718,3.20841,0.87929,0.053416,0.003416,0.003416
18,98.8198,0.48171,0.90058,0.7983,0.0055,0.9,0.8953,0.73824,0.83016,3.13529,0.90212,0.050516,0.00351602,0.00351602
19,104.215,0.40846,0.82767,0.78692,0.00615,1,0.89568,0.8124,0.63491,2.95847,0.87212,0.0476042,0.00360416,0.00360416
20,109.549,0.34891,0.76707,0.78112,0.00555,0.9,0.89531,0.67815,0.71238,2.87872,0.87141,0.0446804,0.00368042,0.00368042
21,114.946,0.35769,0.83736,0.7799,0.00559,0.9,0.89531,0.8298,0.54486,2.84319,0.83798,0.0417448,0.0037448,0.0037448
22,120.338,0.31847,0.71645,0.77481,0.00562,0.9,0.89531,0.71332,0.68972,2.73026,0.83002,0.0387973,0.0037973,0.0037973
23,125.7,0.41895,0.72391,0.78096,0.92216,0.9,0.89531,0.81568,0.49134,2.6192,0.82032,0.0358379,0.00383792,0.00383792
24,131.091,0.27256,0.64849,0.77228,1,0.77828,0.89567,0.7076,0.63273,2.55095,0.84758,0.0328667,0.00386666,0.00386666
25,136.441,0.37634,0.69715,0.78245,1,0.22665,0.89566,0.79309,0.55822,2.53632,0.83601,0.0298835,0.00388352,0.00388352
26,141.819,0.26879,0.62241,0.77154,1,0.34381,0.89563,0.77053,0.5738,2.30677,0.84635,0.0268885,0.0038885,0.0038885
27,147.217,0.36769,0.62884,0.77976,1,0.65686,0.89531,0.80015,0.53319,2.24962,0.85103,0.0238816,0.0038816,0.0038816
28,152.574,0.28143,0.57916,0.77412,1,0.68611,0.89563,0.7669,0.59671,2.16146,0.85252,0.0208628,0.00386282,0.00386282
29,158.03,0.32807,0.61765,0.77803,1,0.68611,0.89563,0.7669,0.59671,2.16146,0.85252,0.0178322,0.00383216,0.00383216
30,163.513,0.26001,0.57553,0.77488,1,0.74323,0.89531,0.74976,0.6741,2.10737,0.86582,0.0147896,0.00378962,0.00378962
31,169.036,0.31136,0.57996,0.77543,1,0.7989,0.89531,0.80739,0.55206,1.98555,0.8602,0.0117352,0.0037352,0.0037352
32,174.433,0.29134,0.57484,0.77746,1,0.86374,0.89564,0.74929,0.64486,1.85732,0.86992,0.0086689,0.0036689,0.0036689
33,179.744,0.36844,0.62455,0.7814,1,0.86374,0.89564,0.74929,0.64486,1.85732,0.86992,0.00559072,0.00359072,0.00359072
34,185.166,0.3611,0.59803,0.78102,1,0.80995,0.89563,0.81568,0.65004,1.87593,0.86594,0.003466,0.003466,0.003466
35,190.546,0.30974,0.57615,0.77863,0.98164,0.9,0.89531,0.79135,0.57698,1.72368,0.85655,0.003268,0.003268,0.003268
36,195.877,0.25666,0.57122,0.77921,0.98798,0.9,0.89531,0.80248,0.59069,1.60432,0.8492,0.00307,0.00307,0.00307
37,201.152,0.25791,0.55999,0.77465,0.98798,0.9,0.89531,0.80248,0.59069,1.60432,0.8492,0.002872,0.002872,0.002872
38,206.601,0.26486,0.55628,0.77538,0.96464,0.9,0.89562,0.78314,0.51684,1.46844,0.84588,0.002674,0.002674,0.002674
39,211.93,0.28913,0.57105,0.77548,0.99123,0.9,0.89562,0.81899,0.54208,1.38058,0.84899,0.002476,0.002476,0.002476
40,217.356,0.23761,0.52207,0.7748,0.99739,0.9,0.89562,0.77996,0.56523,1.25815,0.85135,0.002278,0.002278,0.002278
41,222.739,0.20461,0.48152,0.77205,0.99739,0.9,0.89562,0.77996,0.56523,1.25815,0.85135,0.00208,0.00208,0.00208
42,228.177,0.18281,0.47325,0.77053,1,0.89713,0.89561,0.79573,0.57453,1.1325,0.84543,0.001882,0.001882,0.001882
43,233.513,0.18116,0.47565,0.76854,0.99991,0.9,0.8956,0.81024,0.54888,1.093,0.84326,0.001684,0.001684,0.001684
44,238.864,0.14983,0.45882,0.76746,1,0.8988,0.8956,0.79972,0.55985,1.06518,0.8423,0.001486,0.001486,0.001486
45,244.177,0.13688,0.43866,0.76735,1,0.8988,0.8956,0.79972,0.55985,1.06518,0.8423,0.001288,0.001288,0.001288
46,249.562,0.12759,0.43519,0.76651,1,0.89971,0.8956,0.8137,0.50338,0.97809,0.83539,0.00109,0.00109,0.00109
47,254.943,0.10487,0.4199,0.76607,0.99978,0.9,0.8956,0.80968,0.53714,0.96384,0.83738,0.000892,0.000892,0.000892
48,260.276,0.09403,0.41313,0.76526,1,0.89955,0.8956,0.80901,0.5425,0.93257,0.83716,0.000694,0.000694,0.000694
49,265.6,0.08547,0.40265,0.7648,1,0.89955,0.8956,0.80901,0.5425,0.93257,0.83716,0.000496,0.000496,0.000496
50,270.949,0.07952,0.39644,0.76468,0.99914,0.9,0.8956,0.80904,0.53616,0.88695,0.83613,0.000298,0.000298,0.000298
1,6.61809,0.58017,3.84156,0.86312,0.00515,0.8,0.08166,0.08109,0.19178,3.78886,0.75729,0.0982,0.0002,0.0002
2,12.844,0.48001,3.74171,0.83746,0.0065,1,0.1354,0.135,0.32071,3.74891,0.76078,0.0954901,0.0004901,0.0004901
3,18.9288,0.43598,3.43428,0.84136,0.00521,0.8,0.20977,0.20157,0.24878,3.6812,0.75795,0.0927683,0.00076832,0.00076832
4,25.0015,0.38964,2.95208,0.82127,0.00389,0.6,0.219,0.19882,0.3299,3.59996,0.75767,0.0900347,0.00103466,0.00103466
5,31.0283,0.4407,2.07963,0.83245,0.00259,0.4,0.19631,0.19631,0.35761,3.53172,0.75455,0.0872891,0.00128912,0.00128912
6,37.0044,0.48263,1.54976,0.80168,0.00512,0.8,0.20163,0.20057,0.50193,3.46597,0.76406,0.0845317,0.0015317,0.0015317
7,42.8531,0.52113,1.5385,0.80519,0.00643,1,0.29951,0.2992,0.37973,3.42411,0.75957,0.0817624,0.0017624,0.0017624
8,48.818,0.34721,1.26009,0.78033,0.00645,1,0.35479,0.3461,0.42632,3.38109,0.76087,0.0789812,0.00198122,0.00198122
9,54.9115,0.35577,1.20748,0.78248,0.00652,1,0.56095,0.52178,0.53549,3.34033,0.77549,0.0761882,0.00218816,0.00218816
10,60.8878,0.45923,1.21516,0.7949,0.00651,1,0.54404,0.47238,0.56149,3.31384,0.78068,0.0733832,0.00238322,0.00238322
11,66.9512,0.44392,1.11627,0.78579,0.00652,1,0.56469,0.50822,0.40528,3.29458,0.76785,0.0705664,0.0025664,0.0025664
12,73.0122,0.51825,1.10409,0.79327,0.0065,1,0.63165,0.56307,0.49009,3.30048,0.77091,0.0677377,0.0027377,0.0027377
13,79.1374,0.39819,1.01533,0.78488,0.00638,1,0.87306,0.67509,0.57296,3.21202,0.7816,0.0648971,0.00289712,0.00289712
14,85.2913,0.56483,1.02493,0.80462,0.00638,1,0.895,0.69978,0.5333,3.20935,0.788,0.0620447,0.00304466,0.00304466
15,91.2814,0.42079,0.97916,0.79255,0.00634,1,0.91833,0.72467,0.68987,3.16144,0.80927,0.0591803,0.00318032,0.00318032
16,97.5582,0.51459,0.93574,0.79974,0.00634,1,0.90611,0.80733,0.47496,3.09882,0.78024,0.0563041,0.0033041,0.0033041
17,103.471,0.4149,0.87199,0.78074,0.00631,1,0.93136,0.77919,0.65644,2.98097,0.79511,0.053416,0.003416,0.003416
18,109.374,0.47255,0.837,0.79093,0.70367,0.2,0.92227,0.8332,0.44032,2.91474,0.77124,0.050516,0.00351602,0.00351602
19,115.235,0.37174,0.77416,0.77771,1,0.2424,0.96773,0.82799,0.60826,2.75006,0.8013,0.0476042,0.00360416,0.00360416
20,121.249,0.38307,0.71592,0.77527,1,0.23577,0.97682,0.85083,0.61339,2.64339,0.79397,0.0446804,0.00368042,0.00368042
21,127.201,0.38847,0.77101,0.77474,1,0.25523,0.94045,0.82968,0.52482,2.62395,0.77345,0.0417448,0.0037448,0.0037448
22,133.027,0.30934,0.68053,0.7697,1,0.27518,0.995,0.86589,0.5237,2.48556,0.78119,0.0387973,0.0037973,0.0037973
23,138.9,0.44722,0.71852,0.78256,1,0.28136,0.98591,0.83173,0.59957,2.45381,0.7838,0.0358379,0.00383792,0.00383792
24,144.742,0.32982,0.66905,0.77108,1,0.28634,0.94955,0.81151,0.57954,2.37329,0.7857,0.0328667,0.00386666,0.00386666
25,150.574,0.41932,0.69111,0.7815,1,0.29174,0.95864,0.80227,0.57335,2.30188,0.77669,0.0298835,0.00388352,0.00388352
26,156.43,0.30242,0.62851,0.77055,1,0.29519,0.94955,0.83654,0.58063,2.19829,0.78239,0.0268885,0.0038885,0.0038885
27,162.243,0.37564,0.66444,0.77456,1,0.36413,0.96773,0.81282,0.52788,2.08291,0.77415,0.0238816,0.0038816,0.0038816
28,168.12,0.30046,0.61204,0.77033,1,0.37397,0.96773,0.81958,0.5857,2.0256,0.78588,0.0208628,0.00386282,0.00386282
29,173.942,0.36473,0.64132,0.77181,1,0.37397,0.96773,0.81958,0.5857,2.0256,0.78588,0.0178322,0.00383216,0.00383216
30,179.775,0.30057,0.61413,0.76686,1,0.68866,0.98591,0.87959,0.51665,1.93142,0.78155,0.0147896,0.00378962,0.00378962
31,185.744,0.33437,0.61013,0.77385,1,0.94382,0.995,0.87628,0.55945,1.84011,0.77925,0.0117352,0.0037352,0.0037352
32,191.649,0.35805,0.59975,0.77715,0.90661,1,0.995,0.85007,0.58274,1.74512,0.78765,0.0086689,0.0036689,0.0036689
33,197.514,0.32617,0.57309,0.77287,0.90661,1,0.995,0.85007,0.58274,1.74512,0.78765,0.00559072,0.00359072,0.00359072
34,203.408,0.32781,0.57585,0.77437,0.88519,1,0.995,0.89316,0.4941,1.64354,0.77193,0.003466,0.003466,0.003466
35,209.291,0.31769,0.57964,0.7737,0.94128,1,0.995,0.83274,0.54659,1.55565,0.78757,0.003268,0.003268,0.003268
36,215.178,0.27083,0.55845,0.77462,0.9669,1,0.995,0.87663,0.5199,1.47304,0.78332,0.00307,0.00307,0.00307
37,221.025,0.25098,0.53285,0.77364,0.9669,1,0.995,0.87663,0.5199,1.47304,0.78332,0.002872,0.002872,0.002872
38,226.909,0.22168,0.52193,0.77062,0.97872,1,0.995,0.88338,0.49826,1.26347,0.78456,0.002674,0.002674,0.002674
39,232.8,0.23593,0.49709,0.77195,0.98631,1,0.995,0.8984,0.48054,1.10977,0.77629,0.002476,0.002476,0.002476
40,238.6,0.24442,0.51546,0.76977,0.98461,1,0.995,0.88464,0.49078,1.11892,0.78108,0.002278,0.002278,0.002278
41,244.727,0.21257,0.47448,0.76812,0.98461,1,0.995,0.88464,0.49078,1.11892,0.78108,0.00208,0.00208,0.00208
42,250.72,0.18653,0.47597,0.76598,0.98718,1,0.995,0.89464,0.48155,1.04098,0.77799,0.001882,0.001882,0.001882
43,256.658,0.19134,0.4736,0.7654,0.9894,1,0.995,0.8934,0.4636,0.98134,0.7742,0.001684,0.001684,0.001684
44,262.715,0.15342,0.44602,0.76384,0.9913,1,0.995,0.91613,0.45047,0.90474,0.77057,0.001486,0.001486,0.001486
45,268.482,0.1488,0.43246,0.76182,0.9913,1,0.995,0.91613,0.45047,0.90474,0.77057,0.001288,0.001288,0.001288
46,274.112,0.14079,0.42192,0.76128,0.9917,1,0.995,0.9121,0.44089,0.86277,0.77152,0.00109,0.00109,0.00109
47,279.887,0.13117,0.41044,0.76081,0.99238,1,0.995,0.89628,0.43988,0.78869,0.76719,0.000892,0.000892,0.000892
48,285.655,0.10103,0.39728,0.75952,0.99268,1,0.995,0.89412,0.44292,0.76819,0.76975,0.000694,0.000694,0.000694
49,291.405,0.09132,0.38929,0.75845,0.99268,1,0.995,0.89412,0.44292,0.76819,0.76975,0.000496,0.000496,0.000496
50,297.203,0.08643,0.38537,0.75814,0.99272,1,0.995,0.90263,0.44306,0.75725,0.76798,0.000298,0.000298,0.000298
1,7.70946,0.566,3.82399,0.86578,0.00392,0.6,0.11741,0.10259,0.21324,3.85233,0.7881,0.0982,0.0002,0.0002
1,7.85765,0.56776,3.88388,0.87451,0.00455,0.7,0.20282,0.16206,0.17011,3.73101,0.77335,0.0982,0.0002,0.0002
1,7.57026,0.55066,3.81663,0.85833,0.00517,0.8,0.132,0.1175,0.3121,3.85251,0.8529,0.0982,0.0002,0.0002
1,7.54865,0.56957,3.84736,0.86544,0.00583,0.9,0.18577,0.10662,0.21325,3.6641,0.79009,0.0982,0.0002,0.0002
1,7.43806,0.49817,3.82607,0.83401,0.00448,0.7,0.10863,0.10238,0.34991,3.82972,0.83379,0.0982,0.0002,0.0002
1,7.61323,0.52223,3.8943,0.8178,0.00587,0.9,0.1975,0.12693,0.32624,3.64723,0.8684,0.0982,0.0002,0.0002
1,7.48865,0.54962,3.89623,0.86472,0.00518,0.8,0.23913,0.18527,0.2528,3.64552,0.81288,0.0982,0.0002,0.0002
1,7.80869,0.58004,3.82577,0.84274,0.00518,0.8,0.09929,0.09774,0.18609,3.85702,0.80572,0.0982,0.0002,0.0002
1,7.52766,0.58266,3.8831,0.87903,0.00585,0.9,0.31101,0.26709,0.19664,3.68435,0.8155,0.0982,0.0002,0.0002
1,7.65973,0.48956,3.77925,0.84305,0.00516,0.8,0.00598,0.00339,0.33771,3.95381,0.78117,0.0982,0.0002,0.0002
1,7.5207,0.58671,3.84604,0.87264,0.00455,0.7,0.20708,0.18953,0.16051,3.69899,0.76214,0.0982,0.0002,0.0002
